============================================================
ADAPTIVE WALL + AGGRESSION BACKTEST
============================================================

Regime Detection: 300 bar lookback
Choppy Mode: PT/SL = 10/5 ticks
Trend Mode:  PT/SL = 20/8 ticks
Trend filters: Only trade WITH the trend

============================================================
Backtesting 2025-10-10...
============================================================
  Processing 58354 bars...

  [choppy       ] ENTER SHORT: choppy_breakout_ask@25322.25 @ 25316.75 | PT/SL: 10/5
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25337.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25334.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25337.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25338.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25332.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25330.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25337.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25332.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25331.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25336.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25331.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25327.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25324.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25326.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25324.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25322.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25319.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25320.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25319.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25320.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25323.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25324.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25327.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25339.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25340.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25340.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25337.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25342.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25339.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25340.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25341.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25343.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25345.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25346.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25347.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25351.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25352.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25355.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25353.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25351.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25348.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25351.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25352.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25348.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25349.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25350.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25348.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25346.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25347.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25349.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25347.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25360.00 @ 25347.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25345.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25344.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25341.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25334.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25333.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25335.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25335.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25337.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25340.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25341.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25342.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25344.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25340.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25338.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25336.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25337.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25338.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25339.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25341.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25342.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25343.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25340.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25350.00 @ 25342.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25339.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25230.00 @ 25219.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25220.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25230.00 @ 25224.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25226.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25250.00 @ 25240.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25238.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25230.00 @ 25219.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25220.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25230.00 @ 25226.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25223.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25165.00 @ 25172.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25169.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25138.00 @ 25144.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25141.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25138.00 @ 25144.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25145.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25070.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25071.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25125.00 @ 25113.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25114.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25079.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25080.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25069.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25070.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25076.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25077.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25064.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25065.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25059.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25060.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25024.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25025.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25071.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25072.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25072.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25073.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25065.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25066.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25059.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25061.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25005.00 @ 25017.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25014.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25000.00 @ 25009.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25010.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25005.00 @ 25016.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25017.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25026.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25027.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25065.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25062.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25078.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25075.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25081.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25078.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25069.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25070.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25054.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25052.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25044.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25045.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25023.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25024.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25005.00 @ 25017.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25015.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25000.00 @ 25008.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25009.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25000.00 @ 24994.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24995.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24977.00 @ 24985.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24986.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25000.00 @ 24991.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24992.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25000.00 @ 25001.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25003.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25057.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25054.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25100.00 @ 25091.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25088.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25027.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25028.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25041.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25042.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25054.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25052.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25053.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25051.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25063.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25060.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25082.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25080.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25086.00 @ 25075.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25073.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25072.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25069.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25071.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25069.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25066.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25067.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25059.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25060.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25054.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25055.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25073.00 @ 25065.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25066.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25050.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25047.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25050.00 @ 25041.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25039.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25031.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25032.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25019.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25016.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25030.00 @ 25022.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25020.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25005.00 @ 25015.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25016.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24950.00 @ 24943.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24945.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24950.00 @ 24945.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24946.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24950.00 @ 24940.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24941.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24950.00 @ 24940.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24938.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24930.00 @ 24919.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24921.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24930.00 @ 24934.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24935.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24950.00 @ 24951.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24949.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24930.00 @ 24933.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24931.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24920.00 @ 24915.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24912.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24900.00 @ 24899.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24896.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24900.00 @ 24888.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24889.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24900.00 @ 24890.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24891.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24900.00 @ 24891.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24889.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24890.00 @ 24878.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24880.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24890.00 @ 24879.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24877.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24863.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24865.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24840.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24841.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24854.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24851.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24865.00 @ 24857.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24858.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24831.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24832.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24839.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24836.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24840.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24838.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24820.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24818.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24818.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24816.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24814.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24815.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24825.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24822.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24822.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24820.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24850.00 @ 24843.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 24841.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@24820.00 @ 24816.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 24817.75 | P&L: $-10.00
